24.9999999956809	-0.000200763524111184	-3.78615095691152e-09	-0.000176042526048642	0
24.9999998449966	-0.00119897933457452	-1.36264212404987e-07	-0.00105582261658154	0
24.9999959258079	-0.00605254936747399	-3.63255060914176e-06	-0.00544397320001823	0
24.9999043625960	-0.0271791500700625	-9.13758349497365e-05	-0.0271234830299531	0
24.9991754903605	-0.0653537174045690	-0.000944410018264268	-0.0856930508302745	0
24.9977624966035	-0.0868371441972021	-0.00311931753964123	-0.152736956929822	0
24.9957707564647	-0.0960612612288037	-0.00722719592610312	-0.227499588432031	0
24.9933054426527	-0.0983605255786265	-0.0140171859877532	-0.309222787309953	0
24.9903645078404	-0.0981682781006152	-0.0246209720504534	-0.398541996509397	0
24.9868034243145	-0.0987182398440741	-0.0408732193053687	-0.496805797543064	0
24.9822430653767	-0.102860985297004	-0.0659617544530330	-0.605984171692314	0
24.9757860004454	-0.114448130270933	-0.105931560616871	-0.728673561726082	0
24.9652725138075	-0.140564521460169	-0.172353860241295	-0.865456992110547	0
24.9469741026637	-0.189922670141450	-0.276776394997405	-0.999258734522799	0
24.9305554082787	-0.231892664690324	-0.357424093631011	-1.06589679089720	0
24.9106811898649	-0.278379237261197	-0.442558302648138	-1.11491445893606	0
24.8832632419458	-0.335759120930885	-0.544035560344045	-1.15352422455682	0
24.8481141628252	-0.400473595873773	-0.655493096128280	-1.17824980080866	0
24.8105301047486	-0.461647757864903	-0.758719241249770	-1.18904869260905	0
24.7739964651749	-0.515364226432442	-0.847727476075960	-1.19118725428359	0
24.7349073796275	-0.567672818287193	-0.933615476718680	-1.18817947051333	0
24.6859802591808	-0.627099498155602	-1.03060371546617	-1.17985013022524	0
24.6237009563497	-0.695122405812579	-1.14105071266226	-1.16511485243172	0
24.5557703250762	-0.761688691522210	-1.24877143618955	-1.14630493671071	0
24.4930225360857	-0.818121537537897	-1.33903703994365	-1.12772645465509	0
24.4339519877782	-0.867522710194188	-1.41742456055804	-1.10979489621675	0
